"","category_intercell_source","source_genesymbol","target_genesymbol"
"2704","ligand","SPP1","ITGB5"
"2705","ligand","SPP1","ITGAV"
"2706","ligand","SPP1","ITGB6"
"2707","ligand","SPP1","CD44"
"2708","ligand","SPP1","PTGER4"
"2709","ligand","SPP1","CCR8"
"2710","ligand","PF4V1","CXCR3"
"2711","ligand","RBP3","NOTCH1"
"2712","ligand","FGF6","FGFR1"
"2713","ligand","FGF6","FGFR2"
"2714","ligand","FGF6","FGFR4"
"2715","ligand","FGF6","FGFR3"
"2716","ligand","IAPP","RAMP1"
"2717","ligand","IAPP","RAMP2"
"2718","ligand","IAPP","RAMP3"
"2719","ligand","IAPP","ADRB2"
"2720","ligand","IAPP","ADRB3"
"2721","ligand","IAPP","TSHR"
"2722","ligand","IAPP","VIPR1"
"2723","ligand","IAPP","ADCYAP1R1"
"2724","ligand","IAPP","PTH1R"
"2725","ligand","IAPP","CALCRL"
"2726","ligand","IAPP","GPR20"
"2727","ligand","IAPP","GPR84"
"2728","ligand","FGF3","FGFR1"
"2729","ligand","FGF3","FGFR2"
"2730","ligand","FGF3","FGFR4"
"2731","ligand","FGF3","FGFR3"
"2732","ligand","FGF3","FGFRL1"
"2733","ligand","SCGB1A1","LRP2"
"2734","ligand","FGF5","FGFR1"
"2735","ligand","FGF5","FGFR2"
"2736","ligand","FGF5","FGFR4"
"2737","ligand","FGF5","FGFR3"
"2738","ligand","PTHLH","RAMP2"
"2739","ligand","PTHLH","RAMP3"
"2740","ligand","PTHLH","ADRB2"
"2741","ligand","PTHLH","ADRB3"
"2742","ligand","PTHLH","TSHR"
"2743","ligand","PTHLH","VIPR1"
"2744","ligand","PTHLH","ADCYAP1R1"
"2745","ligand","PTHLH","PTH2R"
"2746","ligand","PTHLH","PRLHR"
"2747","ligand","PTHLH","PTH1R"
"2748","ligand","PTHLH","GPR20"
"2749","ligand","PTHLH","GPR84"
"2750","ligand","PIP","CD4"
"2751","ligand","PIP","NPTN"
"2752","ligand","GZMA","F2RL2"
"2753","ligand","GZMA","F2R"
"2754","ligand","GZMA","F2RL1"
"2755","ligand","GZMA","PARD3"
"2756","ligand","GZMA","F2RL3"
"2757","ligand","BMP2","ACVR2A"
"2758","ligand","BMP2","BMPR1B"
"2759","ligand","BMP2","ACVR2B"
"2760","ligand","BMP2","BMPR1B"
"2761","ligand","BMP2","BMPR1B"
"2762","ligand","BMP2","BMPR2"
"2763","ligand","BMP2","ACVR2A"
"2764","ligand","BMP2","BMPR1A"
"2765","ligand","BMP2","ACVR2B"
"2766","ligand","BMP2","BMPR1A"
"2767","ligand","BMP2","BMPR1A"
"2768","ligand","BMP2","BMPR2"
"2769","ligand","BMP2","GPC1"
"2770","ligand","BMP2","ACVR1"
"2771","ligand","BMP2","SMO"
"2772","ligand","BMP4","ACVR2A"
"2773","ligand","BMP4","BMPR1B"
"2774","ligand","BMP4","ACVR2B"
"2775","ligand","BMP4","BMPR1B"
"2776","ligand","BMP4","BMPR1B"
"2777","ligand","BMP4","BMPR2"
"2778","ligand","BMP4","ACVR2A"
"2779","ligand","BMP4","BMPR1A"
"2780","ligand","BMP4","ACVR2B"
"2781","ligand","BMP4","BMPR1A"
"2782","ligand","BMP4","BMPR1A"
"2783","ligand","BMP4","BMPR2"
"2784","ligand","BMP4","LRP6"
"2785","ligand","BMP3","ACVR1B"
"2786","ligand","BMP3","ACVR2A"
"2787","ligand","BMP3","BMPR1B"
"2788","ligand","BMP3","BMPR1A"
"2789","ligand","BMP3","ACVR2B"
"2790","ligand","BMP3","BMPR2"
"2791","ligand","MLN","MLNR"
"2792","ligand","IL7","IL2RG"
"2793","ligand","IL7","IL7R"
"2794","ligand","CCL4","CCR1"
"2795","ligand","CCL4","CNR2"
"2796","ligand","CCL4","CCR3"
"2797","ligand","CCL4","CCR5"
"2798","ligand","CCL4","CCR8"
"2799","ligand","CCL4","GPR152"
"2800","ligand","CCL4","GPRC5D"
"2801","ligand","BMP1","BMPR1B"
"2802","ligand","BMP1","BMPR1A"
"2803","ligand","BMP1","BMPR2"
"2804","ligand","CCL2","CCR1"
"2805","ligand","CCL2","CCR2"
"2806","ligand","CCL2","CCR10"
"2807","ligand","CCL2","CCR3"
"2808","ligand","CCL2","CCR4"
"2809","ligand","CCL2","CCR5"
"2810","ligand","CCL2","ACKR1"
"2811","ligand","CCL2","ACKR4"
"2812","ligand","CCL5","CCRL2"
"2813","ligand","CCL5","GPR75"
"2814","ligand","CCL5","ADRA2A"
"2815","ligand","CCL5","SDC1"
"2816","ligand","CCL5","CCR1"
"2817","ligand","CCL5","MTNR1A"
"2818","ligand","CCL5","CXCR3"
"2819","ligand","CCL5","CCR3"
"2820","ligand","CCL5","CCR4"
"2821","ligand","CCL5","CCR5"
"2822","ligand","CCL5","GRM7"
"2823","ligand","CCL5","ACKR1"
"2824","ligand","CCL5","ACKR4"
"2825","ligand","VCAN","TLR2"
"2826","ligand","VCAN","EGFR"
"2827","ligand","VCAN","ITGB1"
"2828","ligand","VCAN","ITGA4"
"2829","ligand","VCAN","SELL"
"2830","ligand","VCAN","CD44"
"2831","ligand","VCAN","SELP"
"2832","ligand","VCAN","TLR1"
"2833","ligand","OSM","IL6ST"
"2834","ligand","OSM","LIFR"
"2835","ligand","OSM","IL6ST"
"2836","ligand","OSM","OSMR"
"2837","ligand","COL11A2","ITGA10"
"2838","ligand","COL11A2","ITGB1"
"2839","ligand","COL11A2","ITGA2"
"2840","ligand","COL11A2","ITGB1"
"2841","ligand","COL11A2","ITGA1"
"2842","ligand","COL11A2","ITGB1"
"2843","ligand","COL11A2","ITGA11"
"2844","ligand","COL11A2","ITGB1"
"2845","ligand","CD59","CD2"
"2846","ligand","EDN3","EDNRB"
"2847","ligand","EDN3","EDNRA"
"2848","ligand","MIF","CD44"
"2849","ligand","MIF","CD74"
"2850","ligand","MIF","CD74"
"2851","ligand","MIF","CXCR2"
"2852","ligand","MIF","CD74"
"2853","ligand","MIF","CXCR4"
"2854","ligand","MIF","EGFR"
"2855","ligand","MIF","ACKR3"
"2856","ligand","MIF","TNFRSF14"
"2857","ligand","MIF","TNFRSF10D"
"2858","ligand","HGF","NRP1"
"2859","ligand","HGF","ITGB1"
"2860","ligand","HGF","MET"
"2861","ligand","HGF","CD44"
"2862","ligand","HGF","SDC1"
"2863","ligand","HGF","SDC2"
"2864","ligand","NID1","ITGB3"
"2865","ligand","NID1","ITGB1"
"2866","ligand","NID1","ITGAV"
"2867","ligand","NID1","PTPRF"
"2868","ligand","NID1","ITGA3"
"2869","ligand","LIF","IL6ST"
"2870","ligand","LIF","LIFR"
"2871","ligand","IL9","IL2RG"
"2872","ligand","IL9","IL9R"
"2873","ligand","AREG","EGFR"
"2874","ligand","AREG","ERBB2"
"2875","ligand","AREG","ERBB3"
"2876","ligand","VEGFA","FLT1"
"2877","ligand","VEGFA","KDR"
"2878","ligand","VEGFA","NRP1"
"2879","ligand","VEGFA","NRP2"
"2880","ligand","VEGFA","EGFR"
"2881","ligand","VEGFA","ITGB3"
"2882","ligand","VEGFA","ITGB1"
"2883","ligand","VEGFA","ITGAV"
"2884","ligand","VEGFA","RET"
"2885","ligand","VEGFA","EPHB2"
"2886","ligand","VEGFA","GPC1"
"2887","ligand","VEGFA","SIRPA"
"2888","ligand","VEGFA","TYRO3"
"2889","ligand","VEGFA","ITGA9"
"2890","ligand","MUC1","SIGLEC9"
"2891","ligand","CCL3L1","CCR1"
"2892","ligand","CCL3L1","CCR3"
"2893","ligand","CCL3L1","CCR5"
"2894","ligand","NPPB","NPR1"
"2895","ligand","NPPB","NPR3"
"2896","ligand","NPPB","NPR2"
"2897","ligand","LGALS3","LAG3"
"2898","ligand","BMP7","ACVR2A"
"2899","ligand","BMP7","BMPR1B"
"2900","ligand","BMP7","ACVR2B"
"2901","ligand","BMP7","BMPR1B"
"2902","ligand","BMP7","BMPR1B"
"2903","ligand","BMP7","BMPR2"
"2904","ligand","BMP7","ACVR2A"
"2905","ligand","BMP7","BMPR1A"
"2906","ligand","BMP7","ACVR1"
"2907","ligand","BMP7","ACVR2A"
"2908","ligand","BMP7","ACVR2B"
"2909","ligand","BMP7","BMPR1A"
"2910","ligand","BMP7","BMPR1A"
"2911","ligand","BMP7","BMPR2"
"2912","ligand","BMP7","ACVR1"
"2913","ligand","BMP7","ACVR2B"
"2914","ligand","BMP7","ACVR1"
"2915","ligand","BMP7","BMPR2"
"2916","ligand","BMP7","PTPRK"
"2917","ligand","ADCYAP1","RAMP2"
"2918","ligand","ADCYAP1","RAMP3"
"2919","ligand","ADCYAP1","ADRB2"
"2920","ligand","ADCYAP1","ADRB3"
"2921","ligand","ADCYAP1","TSHR"
"2922","ligand","ADCYAP1","VIPR1"
"2923","ligand","ADCYAP1","ADCYAP1R1"
"2924","ligand","ADCYAP1","VIPR2"
"2925","ligand","ADCYAP1","SCTR"
"2926","ligand","ADCYAP1","PTH1R"
"2927","ligand","ADCYAP1","GPR20"
"2928","ligand","ADCYAP1","GPR84"
"2929","ligand","IL1RN","IL1RL2"
"2930","ligand","CXCL2","ADRA2A"
"2931","ligand","CXCL2","CXCR1"
"2932","ligand","CXCL2","CXCR2"
"2933","ligand","CXCL2","XCR1"
"2934","ligand","CXCL2","MTNR1A"
"2935","ligand","CXCL2","GRM7"
"2936","ligand","CXCL2","ACKR1"
"2937","ligand","CXCL3","ADRA2A"
"2938","ligand","CXCL3","CXCR1"
"2939","ligand","CXCL3","CXCR2"
"2940","ligand","CXCL3","MTNR1A"
"2941","ligand","CXCL3","GRM7"
"2942","ligand","CXCL3","ACKR1"
"2943","ligand","FST","BMPR1B"
"2944","ligand","FST","BMPR2"
"2945","ligand","TCN1","CD320"
"2946","ligand","TAC1","TACR2"
"2947","ligand","PMCH","ADRA2A"
"2948","ligand","PMCH","MTNR1A"
"2949","ligand","PMCH","MERTK"
"2950","ligand","PMCH","GRM7"
"2951","ligand","PMCH","MCHR2"
"2952","ligand","PMCH","MCHR1"
"2953","ligand","TRH","TRHR"
"2954","ligand","NTF3","NTRK1"
"2955","ligand","NTF3","NGFR"
"2956","ligand","NTF3","NTRK3"
"2957","ligand","NTF3","NTRK2"
"2958","ligand","EDN2","EDNRB"
"2959","ligand","EDN2","EDNRA"
"2960","ligand","IL11","IL11RA"
"2961","ligand","IL11","IL6ST"
"2962","ligand","PTN","ITGAV"
"2963","ligand","PTN","ITGB3"
"2964","ligand","PTN","PLXNB2"
"2965","ligand","PTN","SDC3"
"2966","ligand","PTN","SDC1"
"2967","ligand","PTN","PTPRB"
"2968","ligand","PTN","PTPRZ1"
"2969","ligand","PTN","SDC2"
"2970","ligand","PTN","PTPRS"
"2971","ligand","PTN","ALK"
"2972","ligand","MDK","ITGA4"
"2973","ligand","MDK","ITGB1"
"2974","ligand","MDK","ITGA6"
"2975","ligand","MDK","ITGB1"
"2976","ligand","MDK","TSPAN1"
"2977","ligand","MDK","SDC3"
"2978","ligand","MDK","SDC1"
"2979","ligand","MDK","PTPRZ1"
"2980","ligand","MDK","SDC2"
"2981","ligand","MDK","LRP2"
"2982","ligand","MDK","NOTCH2"
"2983","ligand","MDK","LRP1"
"2984","ligand","MDK","ALK"
"2985","ligand","ZP3","EGFR"
"2986","ligand","ZP3","MERTK"
"2987","ligand","FGF7","NRP1"
"2988","ligand","FGF7","FGFR1"
"2989","ligand","FGF7","FGFR2"
"2990","ligand","FGF7","FGFR4"
"2991","ligand","FGF7","FGFR3"
"2992","ligand","BMP5","ACVR2A"
"2993","ligand","BMP5","BMPR1B"
"2994","ligand","BMP5","ACVR2B"
"2995","ligand","BMP5","BMPR1B"
"2996","ligand","BMP5","BMPR1B"
"2997","ligand","BMP5","BMPR2"
"2998","ligand","BMP5","ACVR2A"
"2999","ligand","BMP5","BMPR1A"
"3000","ligand","BMP5","ACVR1"
"3001","ligand","BMP5","ACVR2A"
"3002","ligand","BMP5","ACVR2B"
"3003","ligand","BMP5","BMPR1A"
"3004","ligand","BMP5","BMPR1A"
"3005","ligand","BMP5","BMPR2"
"3006","ligand","BMP5","ACVR1"
"3007","ligand","BMP5","ACVR2B"
"3008","ligand","BMP5","ACVR1"
"3009","ligand","BMP5","BMPR2"
"3010","ligand","BMP6","ACVR2A"
"3011","ligand","BMP6","BMPR1B"
"3012","ligand","BMP6","ACVR2B"
"3013","ligand","BMP6","BMPR1B"
"3014","ligand","BMP6","BMPR1B"
"3015","ligand","BMP6","BMPR2"
"3016","ligand","BMP6","ACVR2A"
"3017","ligand","BMP6","BMPR1A"
"3018","ligand","BMP6","ACVR1"
"3019","ligand","BMP6","ACVR2A"
"3020","ligand","BMP6","ACVR2B"
"3021","ligand","BMP6","BMPR1A"
"3022","ligand","BMP6","BMPR1A"
"3023","ligand","BMP6","BMPR2"
"3024","ligand","BMP6","ACVR1"
"3025","ligand","BMP6","ACVR2B"
"3026","ligand","BMP6","ACVR1"
"3027","ligand","BMP6","BMPR2"
"3028","ligand","IL10","IL10RA"
"3029","ligand","IL10","IL10RB"
"3030","ligand","CCL1","CCR8"
"3031","ligand","CCL1","ACKR1"
"3032","ligand","CCL1","ACKR4"
"3033","ligand","FGFR4","TNFRSF10A"
"3034","ligand","FGFR4","EPHA4"
"3035","ligand","FGFR4","PTPRR"
"3036","ligand","GAL","GALR2"
"3037","ligand","GAL","GALR3"
"3038","ligand","GAL","ADRA2A"
"3039","ligand","GAL","HLA-DPA1"
"3040","ligand","GAL","GALR1"
"3041","ligand","GAL","MTNR1A"
"3042","ligand","GAL","GRM7"
"3043","ligand","GAL","GPR151"
"3044","ligand","FGFR3","EPHA4"
"3045","ligand","FBLN1","ITGB1"
"3046","ligand","ANOS1","FGFR1"
"3047","ligand","ANOS1","SDC2"
"3048","ligand","BDNF","NGFR"
"3049","ligand","BDNF","DRD4"
"3050","ligand","BDNF","NTRK2"
"3051","ligand","BDNF","GPR152"
"3052","ligand","NPPC","NPR1"
"3053","ligand","NPPC","NPR3"
"3054","ligand","NPPC","NPR2"
"3055","ligand","IL32","ITGB3"
"3056","ligand","COL8A2","ITGA10"
"3057","ligand","COL8A2","ITGB1"
"3058","ligand","COL8A2","ITGA2"
"3059","ligand","COL8A2","ITGB1"
"3060","ligand","COL8A2","ITGA1"
"3061","ligand","COL8A2","ITGB1"
"3062","ligand","COL8A2","ITGA11"
"3063","ligand","COL8A2","ITGB1"
"3064","ligand","AZGP1","ITGAV"
"3065","ligand","S100A4","EGFR"
"3066","ligand","S100A4","ERBB2"
"3067","ligand","S100A4","CCR5"
"3068","ligand","MST1","MST1R"
"3069","ligand","GDF1","ACVR1B"
"3070","ligand","GDF1","ACVR2A"
"3071","ligand","GDF1","CFC1"
"3072","ligand","GDF1","ACVR1C"
"3073","ligand","GDF1","ACVR2A"
"3074","ligand","GDF1","CFC1"
"3075","ligand","GDF1","ACVR1B"
"3076","ligand","GDF1","ACVR2B"
"3077","ligand","GDF1","CFC1"
"3078","ligand","GDF1","ACVR1B"
"3079","ligand","GDF1","ACVR2A"
"3080","ligand","GDF1","ACVR1C"
"3081","ligand","GDF1","ACVR2A"
"3082","ligand","GDF1","ACVR1B"
"3083","ligand","GDF1","ACVR2B"
"3084","ligand","GDF1","ACVR1C"
"3085","ligand","GDF1","ACVR2B"
"3086","ligand","GDF1","BMPR1A"
"3087","ligand","GDF1","ACVR1"
"3088","ligand","GDF1","HTR4"
"3089","ligand","GDF1","BMPR2"
"3090","ligand","CALR","ITGAV"
"3091","ligand","CALR","ITGA2B"
"3092","ligand","CALR","TSHR"
"3093","ligand","CALR","ITGA3"
"3094","ligand","CALR","MPL"
"3095","ligand","CALR","MTNR1A"
"3096","ligand","CALR","LRP1"
"3097","ligand","CALR","SCARF1"
"3098","ligand","CFP","NCR1"
"3099","ligand","GRN","EGFR"
"3100","ligand","GRN","NTRK1"
"3101","ligand","GRN","TNFRSF1A"
"3102","ligand","GRN","TNFRSF1B"
"3103","ligand","GRN","CLEC4M"
"3104","ligand","CCN2","LRP6"
"3105","ligand","CCN2","EGFR"
"3106","ligand","CCN2","NTRK1"
"3107","ligand","CCN2","ITGB2"
"3108","ligand","CCN2","ITGA5"
"3109","ligand","CCN2","ITGAM"
"3110","ligand","CCN2","IGF2R"
"3111","ligand","CCN2","FGFR2"
"3112","ligand","CCN2","LRP1"
"3113","ligand","CCN2","ERBB4"
"3114","ligand","IL12A","CD28"
"3115","ligand","NTS","NTSR2"
"3116","ligand","NTS","NGFR"
"3117","ligand","NTS","NTSR1"
"3118","ligand","FGF9","FGFR1"
"3119","ligand","FGF9","FGFR2"
"3120","ligand","FGF9","FGFR4"
"3121","ligand","FGF9","FGFR3"
"3122","ligand","IFNA8","IFNAR1"
"3123","ligand","IFNA8","IFNAR2"
"3124","ligand","IFNA8","GPR152"
"3125","ligand","NTF4","NTRK1"
"3126","ligand","NTF4","NGFR"
"3127","ligand","NTF4","NTRK2"
"3128","ligand","BMP8B","ACVR2A"
"3129","ligand","BMP8B","BMPR1B"
"3130","ligand","BMP8B","ACVR2B"
"3131","ligand","BMP8B","BMPR1B"
"3132","ligand","BMP8B","BMPR1B"
"3133","ligand","BMP8B","BMPR2"
"3134","ligand","BMP8B","ACVR2A"
"3135","ligand","BMP8B","BMPR1A"
"3136","ligand","BMP8B","ACVR1"
"3137","ligand","BMP8B","ACVR2A"
"3138","ligand","BMP8B","ACVR2B"
"3139","ligand","BMP8B","BMPR1A"
"3140","ligand","BMP8B","BMPR1A"
"3141","ligand","BMP8B","BMPR2"
"3142","ligand","BMP8B","ACVR1"
"3143","ligand","BMP8B","ACVR2B"
"3144","ligand","BMP8B","ACVR1"
"3145","ligand","BMP8B","BMPR2"
"3146","ligand","BMP8B","PLAUR"
"3147","ligand","PRSS3","F2RL2"
"3148","ligand","PRSS3","F2R"
"3149","ligand","PRSS3","F2RL1"
"3150","ligand","PRSS3","PARD3"
"3151","ligand","PRSS3","F2RL3"
"3152","ligand","IL13","IL13"
"3153","ligand","IL13","IL13RA1"
"3154","ligand","IL13","IL4R"
"3155","ligand","IL13","IL13RA1"
"3156","ligand","IL13","IL4R"
"3157","ligand","IL13","IL13RA2"
"3158","ligand","IL13","IL4R"
"3159","ligand","IL13","IL2RG"
"3160","ligand","IL13","TMEM219"
"3161","ligand","SFTPD","TLR4"
"3162","ligand","SFTPD","SIRPA"
"3163","ligand","SFTPD","LAIR1"
"3164","ligand","ADM","GPR182"
"3165","ligand","ADM","RAMP1"
"3166","ligand","ADM","RAMP2"
"3167","ligand","ADM","RAMP3"
"3168","ligand","ADM","ADRB2"
"3169","ligand","ADM","ADRB3"
"3170","ligand","ADM","TSHR"
"3171","ligand","ADM","VIPR1"
"3172","ligand","ADM","ADCYAP1R1"
"3173","ligand","ADM","PTH1R"
"3174","ligand","ADM","CALCRL"
"3175","ligand","ADM","MRGPRX2"
"3176","ligand","ADM","GPR20"
"3177","ligand","ADM","GPR84"
"3178","ligand","SERPINF1","PLXDC2"
"3179","ligand","SNCA","LAG3"
"3180","ligand","COL15A1","ITGA10"
"3181","ligand","COL15A1","ITGB1"
"3182","ligand","COL15A1","ITGA2"
"3183","ligand","COL15A1","ITGB1"
"3184","ligand","COL15A1","ITGA1"
"3185","ligand","COL15A1","ITGB1"
"3186","ligand","COL15A1","ITGA11"
"3187","ligand","COL15A1","ITGB1"
"3188","ligand","GDNF","GFRA2"
"3189","ligand","GDNF","RET"
"3190","ligand","GDNF","GFRA1"
"3191","ligand","GDNF","RET"
"3192","ligand","GDNF","EDNRB"
"3193","ligand","THPO","MPL"
"3194","ligand","IL15","IL15RA"
"3195","ligand","IL15","IL2RB"
"3196","ligand","IL15","IL2RG"
"3197","ligand","IL15","IL2RA"
"3198","ligand","LEP","LEPR"
"3199","ligand","LEP","LRP2"
"3200","ligand","WNT5A","FZD9"
"3201","ligand","WNT5A","FZD6"
"3202","ligand","WNT5A","FZD7"
"3203","ligand","WNT5A","LRP5"
"3204","ligand","WNT5A","LRP6"
"3205","ligand","WNT5A","LDLR"
"3206","ligand","WNT5A","ADRB2"
"3207","ligand","WNT5A","RYK"
"3208","ligand","WNT5A","MCAM"
"3209","ligand","WNT5A","LRP2"
"3210","ligand","WNT5A","ROR1"
"3211","ligand","WNT5A","ROR2"
"3212","ligand","WNT5A","PTK7"
"3213","ligand","WNT5A","FZD5"
"3214","ligand","WNT5A","FZD2"
"3215","ligand","WNT5A","PTPRK"
"3216","ligand","WNT5A","EPHA7"
"3217","ligand","WNT5A","FZD8"
"3218","ligand","WNT5A","ANTXR1"
"3219","ligand","WNT5A","FZD3"
"3220","ligand","WNT5A","FZD4"
"3221","ligand","WNT5A","FZD10"
"3222","ligand","CXCL5","ADRA2A"
"3223","ligand","CXCL5","CXCR1"
"3224","ligand","CXCL5","CXCR2"
"3225","ligand","CXCL5","MTNR1A"
"3226","ligand","CXCL5","GRM7"
"3227","ligand","CXCL5","ACKR1"
"3228","ligand","XCL1","XCR1"
"3229","ligand","XCL1","ADGRV1"
"3230","ligand","CXCL12","CD4"
"3231","ligand","CXCL12","ITGB3"
"3232","ligand","CXCL12","ITGB1"
"3233","ligand","CXCL12","ITGAV"
"3234","ligand","CXCL12","ITGA5"
"3235","ligand","CXCL12","ADRA2A"
"3236","ligand","CXCL12","ITGA4"
"3237","ligand","CXCL12","ACKR3"
"3238","ligand","CXCL12","AVPR1A"
"3239","ligand","CXCL12","MTNR1A"
"3240","ligand","CXCL12","CXCR3"
"3241","ligand","CXCL12","CCR4"
"3242","ligand","CXCL12","CXCR4"
"3243","ligand","CXCL12","GRM7"
"3244","ligand","NMU","ADRA2A"
"3245","ligand","NMU","MTNR1A"
"3246","ligand","NMU","GRM7"
"3247","ligand","NMU","NMUR2"
"3248","ligand","NMU","NMUR1"
"3249","ligand","CCN3","NOTCH1"
"3250","ligand","CCN3","PLXNA1"
"3251","ligand","PGF","FLT1"
"3252","ligand","PGF","KDR"
"3253","ligand","PGF","NRP1"
"3254","ligand","PGF","NRP2"
"3255","ligand","VEGFB","FLT1"
"3256","ligand","VEGFB","KDR"
"3257","ligand","VEGFB","NRP1"
"3258","ligand","VEGFB","ADRB2"
"3259","ligand","VEGFB","RET"
"3260","ligand","VEGFC","FLT4"
"3261","ligand","VEGFC","KDR"
"3262","ligand","VEGFC","NRP2"
"3263","ligand","VEGFC","ITGB1"
"3264","ligand","VEGFC","FLT1"
"3265","ligand","VEGFC","VIPR2"
"3266","ligand","VEGFC","ITGA9"
"3267","ligand","VEGFC","LYVE1"
"3268","ligand","INSL3","RAMP2"
"3269","ligand","INSL3","RAMP3"
"3270","ligand","INSL3","ADRB2"
"3271","ligand","INSL3","ADRB3"
"3272","ligand","INSL3","TSHR"
"3273","ligand","INSL3","VIPR1"
"3274","ligand","INSL3","ADCYAP1R1"
"3275","ligand","INSL3","PTH1R"
"3276","ligand","INSL3","RXFP4"
"3277","ligand","INSL3","RXFP2"
"3278","ligand","INSL3","GPR20"
"3279","ligand","INSL3","RXFP1"
"3280","ligand","INSL3","GPR84"
"3281","ligand","INSL3","RXFP3"
"3282","ligand","CCL11","CCR2"
"3283","ligand","CCL11","CXCR3"
"3284","ligand","CCL11","CCR3"
"3285","ligand","CCL11","CCR5"
"3286","ligand","CCL11","ACKR1"
"3287","ligand","CCL11","ACKR4"
"3288","ligand","LUM","ITGB1"
"3289","ligand","COPA","CD74"
"3290","ligand","COPA","NTRK1"
"3291","ligand","COPA","MTNR1B"
"3292","ligand","COPA","P2RY6"
"3293","ligand","SLURP1","CHRNA3"
"3294","ligand","MFAP2","NOTCH1"
"3295","ligand","APOC4","VLDLR"
"3296","ligand","FGF8","FGFR1"
"3297","ligand","FGF8","FGFR2"
"3298","ligand","FGF8","FGFR4"
"3299","ligand","FGF8","FGFR3"
"3300","ligand","FGF8","FGFRL1"
"3301","ligand","UCN","CRHR1"
"3302","ligand","UCN","CRHR2"
"3303","ligand","INHBC","ACVR1B"
"3304","ligand","INHBC","ACVR2A"
"3305","ligand","INHBC","ACVR1C"
"3306","ligand","INHBC","ACVR2A"
"3307","ligand","INHBC","ACVR1B"
"3308","ligand","INHBC","ACVR2B"
"3309","ligand","INHBC","ACVR1C"
"3310","ligand","INHBC","ACVR2B"
"3311","ligand","INHBC","ACVR1"
"3312","ligand","GDF10","ACVR1B"
"3313","ligand","GDF10","ACVR2A"
"3314","ligand","GDF10","ACVR1B"
"3315","ligand","GDF10","ACVR2B"
"3316","ligand","CCL23","FPR2"
"3317","ligand","CCL23","CCR1"
"3318","ligand","CCL18","CCR1"
"3319","ligand","CCL18","CCR3"
"3320","ligand","CCL18","CCR8"
"3321","ligand","CCL18","ACKR1"
"3322","ligand","WNT3","FZD9"
"3323","ligand","WNT3","LRP5"
"3324","ligand","WNT3","FZD9"
"3325","ligand","WNT3","LRP6"
"3326","ligand","WNT3","FZD6"
"3327","ligand","WNT3","LRP5"
"3328","ligand","WNT3","FZD6"
"3329","ligand","WNT3","LRP6"
"3330","ligand","WNT3","FZD7"
"3331","ligand","WNT3","LRP5"
"3332","ligand","WNT3","FZD7"
"3333","ligand","WNT3","LRP6"
"3334","ligand","WNT3","FZD5"
"3335","ligand","WNT3","LRP5"
"3336","ligand","WNT3","FZD2"
"3337","ligand","WNT3","LRP5"
"3338","ligand","WNT3","FZD8"
"3339","ligand","WNT3","LRP5"
"3340","ligand","WNT3","FZD3"
"3341","ligand","WNT3","LRP5"
"3342","ligand","WNT3","FZD4"
"3343","ligand","WNT3","LRP5"
"3344","ligand","WNT3","FZD10"
"3345","ligand","WNT3","LRP5"
"3346","ligand","WNT3","FZD1"
"3347","ligand","WNT3","LRP5"
"3348","ligand","WNT3","FZD5"
"3349","ligand","WNT3","LRP6"
"3350","ligand","WNT3","FZD2"
"3351","ligand","WNT3","LRP6"
"3352","ligand","WNT3","FZD8"
"3353","ligand","WNT3","LRP6"
"3354","ligand","WNT3","FZD3"
"3355","ligand","WNT3","LRP6"
"3356","ligand","WNT3","FZD4"
"3357","ligand","WNT3","LRP6"
"3358","ligand","WNT3","FZD10"
"3359","ligand","WNT3","LRP6"
"3360","ligand","WNT3","FZD1"
"3361","ligand","WNT3","LRP6"
"3362","ligand","WNT3","RYK"
"3363","ligand","WNT3","ROR2"
"3364","ligand","WNT3A","FZD9"
"3365","ligand","WNT3A","LRP5"
"3366","ligand","WNT3A","FZD9"
"3367","ligand","WNT3A","LRP6"
"3368","ligand","WNT3A","FZD6"
"3369","ligand","WNT3A","LRP5"
"3370","ligand","WNT3A","FZD6"
"3371","ligand","WNT3A","LRP6"
"3372","ligand","WNT3A","FZD7"
"3373","ligand","WNT3A","LRP5"
"3374","ligand","WNT3A","FZD7"
"3375","ligand","WNT3A","LRP6"
"3376","ligand","WNT3A","FZD5"
"3377","ligand","WNT3A","LRP5"
"3378","ligand","WNT3A","FZD2"
"3379","ligand","WNT3A","LRP5"
"3380","ligand","WNT3A","FZD8"
"3381","ligand","WNT3A","LRP5"
"3382","ligand","WNT3A","FZD3"
"3383","ligand","WNT3A","LRP5"
"3384","ligand","WNT3A","FZD4"
"3385","ligand","WNT3A","LRP5"
"3386","ligand","WNT3A","FZD10"
"3387","ligand","WNT3A","LRP5"
"3388","ligand","WNT3A","FZD1"
"3389","ligand","WNT3A","LRP5"
"3390","ligand","WNT3A","FZD5"
"3391","ligand","WNT3A","LRP6"
"3392","ligand","WNT3A","FZD2"
"3393","ligand","WNT3A","LRP6"
"3394","ligand","WNT3A","FZD8"
"3395","ligand","WNT3A","LRP6"
"3396","ligand","WNT3A","FZD3"
"3397","ligand","WNT3A","LRP6"
"3398","ligand","WNT3A","FZD4"
"3399","ligand","WNT3A","LRP6"
"3400","ligand","WNT3A","FZD10"
"3401","ligand","WNT3A","LRP6"
"3402","ligand","WNT3A","FZD1"
