"","category_intercell_source","source_genesymbol","target_genesymbol"
"3403","ligand","WNT3A","LRP6"
"3404","ligand","WNT3A","LGR5"
"3405","ligand","WNT3A","ATP6AP2"
"3406","ligand","WNT3A","RYK"
"3407","ligand","WNT3A","ROR1"
"3408","ligand","WNT3A","LRP1"
"3409","ligand","WNT3A","APCDD1"
"3410","ligand","WNT4","FZD9"
"3411","ligand","WNT4","LRP5"
"3412","ligand","WNT4","FZD9"
"3413","ligand","WNT4","LRP6"
"3414","ligand","WNT4","FZD6"
"3415","ligand","WNT4","LRP5"
"3416","ligand","WNT4","FZD6"
"3417","ligand","WNT4","LRP6"
"3418","ligand","WNT4","FZD7"
"3419","ligand","WNT4","LRP5"
"3420","ligand","WNT4","FZD7"
"3421","ligand","WNT4","LRP6"
"3422","ligand","WNT4","FZD5"
"3423","ligand","WNT4","LRP5"
"3424","ligand","WNT4","FZD2"
"3425","ligand","WNT4","LRP5"
"3426","ligand","WNT4","FZD8"
"3427","ligand","WNT4","LRP5"
"3428","ligand","WNT4","FZD3"
"3429","ligand","WNT4","LRP5"
"3430","ligand","WNT4","FZD4"
"3431","ligand","WNT4","LRP5"
"3432","ligand","WNT4","FZD10"
"3433","ligand","WNT4","LRP5"
"3434","ligand","WNT4","FZD1"
"3435","ligand","WNT4","LRP5"
"3436","ligand","WNT4","FZD5"
"3437","ligand","WNT4","LRP6"
"3438","ligand","WNT4","FZD2"
"3439","ligand","WNT4","LRP6"
"3440","ligand","WNT4","FZD8"
"3441","ligand","WNT4","LRP6"
"3442","ligand","WNT4","FZD3"
"3443","ligand","WNT4","LRP6"
"3444","ligand","WNT4","FZD4"
"3445","ligand","WNT4","LRP6"
"3446","ligand","WNT4","FZD10"
"3447","ligand","WNT4","LRP6"
"3448","ligand","WNT4","FZD1"
"3449","ligand","WNT4","LRP6"
"3450","ligand","WNT4","NOTCH1"
"3451","ligand","WNT4","SMO"
"3452","ligand","WNT7B","FZD9"
"3453","ligand","WNT7B","LRP5"
"3454","ligand","WNT7B","FZD9"
"3455","ligand","WNT7B","LRP6"
"3456","ligand","WNT7B","FZD6"
"3457","ligand","WNT7B","LRP5"
"3458","ligand","WNT7B","FZD6"
"3459","ligand","WNT7B","LRP6"
"3460","ligand","WNT7B","FZD7"
"3461","ligand","WNT7B","LRP5"
"3462","ligand","WNT7B","FZD7"
"3463","ligand","WNT7B","LRP6"
"3464","ligand","WNT7B","FZD5"
"3465","ligand","WNT7B","LRP5"
"3466","ligand","WNT7B","FZD2"
"3467","ligand","WNT7B","LRP5"
"3468","ligand","WNT7B","FZD8"
"3469","ligand","WNT7B","LRP5"
"3470","ligand","WNT7B","FZD3"
"3471","ligand","WNT7B","LRP5"
"3472","ligand","WNT7B","FZD4"
"3473","ligand","WNT7B","LRP5"
"3474","ligand","WNT7B","FZD10"
"3475","ligand","WNT7B","LRP5"
"3476","ligand","WNT7B","FZD1"
"3477","ligand","WNT7B","LRP5"
"3478","ligand","WNT7B","FZD5"
"3479","ligand","WNT7B","LRP6"
"3480","ligand","WNT7B","FZD2"
"3481","ligand","WNT7B","LRP6"
"3482","ligand","WNT7B","FZD8"
"3483","ligand","WNT7B","LRP6"
"3484","ligand","WNT7B","FZD3"
"3485","ligand","WNT7B","LRP6"
"3486","ligand","WNT7B","FZD4"
"3487","ligand","WNT7B","LRP6"
"3488","ligand","WNT7B","FZD10"
"3489","ligand","WNT7B","LRP6"
"3490","ligand","WNT7B","FZD1"
"3491","ligand","WNT7B","LRP6"
"3492","ligand","INHBE","ACVR1B"
"3493","ligand","INHBE","ACVR2A"
"3494","ligand","INHBE","ACVR1C"
"3495","ligand","INHBE","ACVR2A"
"3496","ligand","INHBE","ACVR1B"
"3497","ligand","INHBE","ACVR2B"
"3498","ligand","INHBE","ACVR1C"
"3499","ligand","INHBE","ACVR2B"
"3500","ligand","PROK1","PROKR2"
"3501","ligand","PROK1","PROKR1"
"3502","ligand","NXPH1","NRXN1"
"3503","ligand","NXPH1","NRXN3"
"3504","ligand","NXPH1","NRXN2"
"3505","ligand","FAM3B","LRP5"
"3506","ligand","DEFB1","CCR6"
"3507","ligand","IL2","IL2RA"
"3508","ligand","IL2","IL2RB"
"3509","ligand","IL2","IL2RG"
"3510","ligand","IL2","IL2RB"
"3511","ligand","IL2","IL2RG"
"3512","ligand","IL2","IL20RA"
"3513","ligand","IL2","IL20RB"
"3514","ligand","IL2","IL2RG"
"3515","ligand","IL2","NGFR"
"3516","ligand","IL2","CD53"
"3517","ligand","SST","ADRA2A"
"3518","ligand","SST","SSTR1"
"3519","ligand","SST","SSTR2"
"3520","ligand","SST","SSTR4"
"3521","ligand","SST","SSTR3"
"3522","ligand","SST","SSTR5"
"3523","ligand","SST","MTNR1A"
"3524","ligand","SST","GRM7"
"3525","ligand","OSTN","NPR3"
"3526","ligand","TGFB2","ACVR1B"
"3527","ligand","TGFB2","TGFBR2"
"3528","ligand","TGFB2","TGFBR1"
"3529","ligand","TGFB2","TGFBR2"
"3530","ligand","TGFB2","ACVR1"
"3531","ligand","TGFB2","TGFBR1"
"3532","ligand","TGFB2","TGFBR2"
"3533","ligand","TGFB2","ACVR1"
"3534","ligand","TGFB2","TGFBR2"
"3535","ligand","TGFB2","ACVR1C"
"3536","ligand","TGFB2","TGFBR2"
"3537","ligand","TGFB2","TGFBR3"
"3538","ligand","YBX1","NOTCH1"
"3539","ligand","CX3CL1","ITGB3"
"3540","ligand","CX3CL1","ITGAV"
"3541","ligand","CX3CL1","CX3CR1"
"3542","ligand","CCL20","ADRA2A"
"3543","ligand","CCL20","MTNR1A"
"3544","ligand","CCL20","CXCR3"
"3545","ligand","CCL20","CCR6"
"3546","ligand","CCL20","GRM7"
"3547","ligand","CCL20","ACKR4"
"3548","ligand","CCL8","CCR1"
"3549","ligand","CCL8","CCR2"
"3550","ligand","CCL8","CCR3"
"3551","ligand","CCL8","CCR5"
"3552","ligand","CCL8","ACKR1"
"3553","ligand","CCL8","ACKR4"
"3554","ligand","CCL7","CCR1"
"3555","ligand","CCL7","CCR2"
"3556","ligand","CCL7","CCR10"
"3557","ligand","CCL7","CXCR3"
"3558","ligand","CCL7","CCR3"
"3559","ligand","CCL7","CCR5"
"3560","ligand","CCL7","ACKR1"
"3561","ligand","CCL7","ACKR4"
"3562","ligand","CXCL6","ADRA2A"
"3563","ligand","CXCL6","CXCR1"
"3564","ligand","CXCL6","CXCR2"
"3565","ligand","CXCL6","MTNR1A"
"3566","ligand","CXCL6","GRM7"
"3567","ligand","CXCL6","ACKR1"
"3568","ligand","S100A12","TLR4"
"3569","ligand","S100A12","CD36"
"3570","ligand","PRLH","PRLHR"
"3571","ligand","DEFB103A","CCR2"
"3572","ligand","DEFB103A","CCR6"
"3573","ligand","QRFP","P2RY14"
"3574","ligand","QRFP","QRFPR"
"3575","ligand","FBLN2","ITGB3"
"3576","ligand","NDP","LGR4"
"3577","ligand","NDP","FZD4"
"3578","ligand","GUCA2A","GUCY2C"
"3579","ligand","TFF2","CXCR4"
"3580","ligand","COL10A1","ITGA10"
"3581","ligand","COL10A1","ITGB1"
"3582","ligand","COL10A1","ITGA2"
"3583","ligand","COL10A1","ITGB1"
"3584","ligand","COL10A1","ITGA1"
"3585","ligand","COL10A1","ITGB1"
"3586","ligand","COL10A1","ITGA11"
"3587","ligand","COL10A1","ITGB1"
"3588","ligand","COL16A1","ITGA10"
"3589","ligand","COL16A1","ITGB1"
"3590","ligand","COL16A1","ITGA2"
"3591","ligand","COL16A1","ITGB1"
"3592","ligand","COL16A1","ITGA1"
"3593","ligand","COL16A1","ITGB1"
"3594","ligand","COL16A1","ITGA11"
"3595","ligand","COL16A1","ITGB1"
"3596","ligand","CXCL9","ADRA2A"
"3597","ligand","CXCL9","FCGR2A"
"3598","ligand","CXCL9","KIR2DL3"
"3599","ligand","CXCL9","MTNR1A"
"3600","ligand","CXCL9","CXCR3"
"3601","ligand","CXCL9","CCR3"
"3602","ligand","CXCL9","GRM7"
"3603","ligand","CXCL9","ACKR1"
"3604","ligand","TFF3","ACKR3"
"3605","ligand","TFF3","CXCR4"
"3606","ligand","LGALS3BP","ITGB1"
"3607","ligand","LGALS3BP","CD33"
"3608","ligand","MFGE8","ITGB3"
"3609","ligand","MFGE8","ITGAV"
"3610","ligand","MFGE8","PDGFRB"
"3611","ligand","FGL1","EGFR"
"3612","ligand","FGL1","LAG3"
"3613","ligand","EFEMP1","EGFR"
"3614","ligand","AIMP1","NTRK1"
"3615","ligand","IL24","IL20RB"
"3616","ligand","IL24","IL22RA1"
"3617","ligand","IL24","IL20RA"
"3618","ligand","IL24","IL20RB"
"3619","ligand","IL24","NOTCH2"
"3620","ligand","IL24","IL10RB"
"3621","ligand","SEMA3B","NRP1"
"3622","ligand","SEMA3B","PLXNA2"
"3623","ligand","SEMA3B","NRP1"
"3624","ligand","SEMA3B","PLXNA3"
"3625","ligand","SEMA3B","NRP1"
"3626","ligand","SEMA3B","PLXNA4"
"3627","ligand","SEMA3B","NRP1"
"3628","ligand","SEMA3B","PLXNA1"
"3629","ligand","SEMA3B","NRP2"
"3630","ligand","SEMA3B","PLXNA2"
"3631","ligand","SEMA3B","NRP2"
"3632","ligand","SEMA3B","PLXNA3"
"3633","ligand","SEMA3B","NRP2"
"3634","ligand","SEMA3B","PLXNA4"
"3635","ligand","SEMA3B","NRP2"
"3636","ligand","SEMA3B","PLXNA1"
"3637","ligand","IL15RA","AXL"
"3638","ligand","SEMA3F","NRP2"
"3639","ligand","SEMA3F","PLXNA2"
"3640","ligand","SEMA3F","NRP2"
"3641","ligand","SEMA3F","PLXNA3"
"3642","ligand","SEMA3F","NRP2"
"3643","ligand","SEMA3F","PLXNA4"
"3644","ligand","SEMA3F","NRP2"
"3645","ligand","SEMA3F","PLXNA1"
"3646","ligand","SEMA3F","NRP1"
"3647","ligand","PNOC","ADRA2A"
"3648","ligand","PNOC","OPRL1"
"3649","ligand","PNOC","MTNR1A"
"3650","ligand","PNOC","GRM7"
"3651","ligand","IL16","CD4"
"3652","ligand","IL16","CCR5"
"3653","ligand","IL18","IL18R1"
"3654","ligand","IL18","IL18RAP"
"3655","ligand","IL18","IL18"
"3656","ligand","IL18","IL18R1"
"3657","ligand","IL18","IL18RAP"
"3658","ligand","IL18","IL1RL2"
"3659","ligand","IL18","IL1RAPL1"
"3660","ligand","GAS6","AXL"
"3661","ligand","GAS6","TYRO3"
"3662","ligand","GAS6","MERTK"
"3663","ligand","CSHL1","GHR"
"3664","ligand","CSHL1","PRLR"
"3665","ligand","SEMA3A","NRP1"
"3666","ligand","SEMA3A","PLXNA2"
"3667","ligand","SEMA3A","NRP1"
"3668","ligand","SEMA3A","PLXNA3"
"3669","ligand","SEMA3A","NRP1"
"3670","ligand","SEMA3A","PLXNA4"
"3671","ligand","SEMA3A","NRP1"
"3672","ligand","SEMA3A","PLXNA1"
"3673","ligand","SEMA3A","NRP2"
"3674","ligand","IHH","PTCH1"
"3675","ligand","IHH","SMO"
"3676","ligand","IHH","PTCH2"
"3677","ligand","IHH","SMO"
"3678","ligand","IHH","CDON"
"3679","ligand","IHH","BOC"
"3680","ligand","COL19A1","ITGA10"
"3681","ligand","COL19A1","ITGB1"
"3682","ligand","COL19A1","ITGA2"
"3683","ligand","COL19A1","ITGB1"
"3684","ligand","COL19A1","ITGA1"
"3685","ligand","COL19A1","ITGB1"
"3686","ligand","COL19A1","ITGA11"
"3687","ligand","COL19A1","ITGB1"
"3688","ligand","POSTN","ITGAV"
"3689","ligand","POSTN","ITGB3"
"3690","ligand","POSTN","ITGAV"
"3691","ligand","POSTN","ITGB5"
"3692","ligand","POSTN","PTK7"
"3693","ligand","ANGPT1","ITGB1"
"3694","ligand","ANGPT1","ITGA5"
"3695","ligand","ANGPT1","TIE1"
"3696","ligand","ANGPT1","TEK"
"3697","ligand","SHH","PTCH1"
"3698","ligand","SHH","SMO"
"3699","ligand","SHH","PTCH2"
"3700","ligand","SHH","SMO"
"3701","ligand","SHH","GPC1"
"3702","ligand","SHH","GPC5"
"3703","ligand","SHH","LRP2"
"3704","ligand","SHH","CDON"
"3705","ligand","SHH","BOC"
"3706","ligand","FCN2","LRP1"
"3707","ligand","KISS1","KISS1R"
"3708","ligand","ADIPOQ","GPR42"
"3709","ligand","ADIPOQ","ASGR2"
"3710","ligand","ADIPOQ","CNR2"
"3711","ligand","ADIPOQ","ADIPOR2"
"3712","ligand","ADIPOQ","PROKR2"
"3713","ligand","ADIPOQ","GPR152"
"3714","ligand","ADIPOQ","ADIPOR1"
"3715","ligand","ADIPOQ","CLEC2D"
"3716","ligand","ECM1","ITGB4"
"3717","ligand","CTF1","IL6ST"
"3718","ligand","CTF1","LIFR"
"3719","ligand","CCL14","CCR1"
"3720","ligand","CCL14","CCR3"
"3721","ligand","CCL14","CCR5"
"3722","ligand","CCL14","ACKR1"
"3723","ligand","GUCA2B","GUCY2C"
"3724","ligand","CCL15","CCR1"
"3725","ligand","CCL15","CCR3"
"3726","ligand","MIA","CDH7"
"3727","ligand","COL24A1","ITGA10"
"3728","ligand","COL24A1","ITGB1"
"3729","ligand","COL24A1","ITGA2"
"3730","ligand","COL24A1","ITGB1"
"3731","ligand","COL24A1","ITGA1"
"3732","ligand","COL24A1","ITGB1"
"3733","ligand","COL24A1","ITGA11"
"3734","ligand","COL24A1","ITGB1"
"3735","ligand","MSMP","CCR2"
"3736","ligand","RSPO4","LGR5"
"3737","ligand","RSPO4","LRP5"
"3738","ligand","RSPO4","LGR4"
"3739","ligand","RSPO4","LRP5"
"3740","ligand","RSPO4","LGR5"
"3741","ligand","RSPO4","LRP6"
"3742","ligand","RSPO4","LGR4"
"3743","ligand","RSPO4","LRP6"
"3744","ligand","RSPO4","LGR6"
"3745","ligand","RSPO1","LGR5"
"3746","ligand","RSPO1","LRP6"
"3747","ligand","RSPO1","LGR4"
"3748","ligand","RSPO1","FZD8"
"3749","ligand","RSPO1","LGR6"
"3750","ligand","COL28A1","ITGA10"
"3751","ligand","COL28A1","ITGB1"
"3752","ligand","COL28A1","ITGA2"
"3753","ligand","COL28A1","ITGB1"
"3754","ligand","COL28A1","ITGA1"
"3755","ligand","COL28A1","ITGB1"
"3756","ligand","COL28A1","ITGA11"
"3757","ligand","COL28A1","ITGB1"
"3758","ligand","ERFE","LRP1"
"3759","ligand","NMS","ADRA2A"
"3760","ligand","NMS","MTNR1A"
"3761","ligand","NMS","GRM7"
"3762","ligand","NMS","NMUR2"
"3763","ligand","NMS","NMUR1"
"3764","ligand","SIRPB2","CD47"
"3765","ligand","ARTN","GFRA3"
"3766","ligand","ARTN","RET"
"3767","ligand","ARTN","GFRA1"
"3768","ligand","ARTN","RET"
"3769","ligand","ARTN","GFRA2"
"3770","ligand","IL31","IL31RA"
"3771","ligand","IL31","OSMR"
"3772","ligand","GDF6","ACVR2A"
"3773","ligand","GDF6","BMPR1B"
"3774","ligand","GDF6","ACVR2B"
"3775","ligand","GDF6","BMPR1B"
"3776","ligand","GDF6","BMPR1B"
"3777","ligand","GDF6","BMPR2"
"3778","ligand","GDF6","ACVR2A"
"3779","ligand","GDF6","BMPR1A"
"3780","ligand","GDF6","ACVR2B"
"3781","ligand","GDF6","BMPR1A"
"3782","ligand","GDF6","BMPR1A"
"3783","ligand","GDF6","BMPR2"
"3784","ligand","IGFL1","IGFLR1"
"3785","ligand","IGFL2","IGFLR1"
"3786","ligand","ENHO","GPR19"
"3787","ligand","VSTM1","LAMP1"
"3788","ligand","VSTM1","ADGRG3"
"3789","ligand","ALKAL2","LTK"
"3790","ligand","ALKAL2","ALK"
"3791","ligand","IGFL3","IGFLR1"
"3792","ligand","CXCL17","GPR35"
"3793","ligand","ALKAL1","LTK"
"3794","ligand","ALKAL1","ALK"
"3795","ligand","RSPO2","LGR5"
"3796","ligand","RSPO2","RNF43"
"3797","ligand","RSPO2","LGR4"
"3798","ligand","RSPO2","LGR6"
"3799","ligand","SOSTDC1","LRP4"
"3800","ligand","SOSTDC1","LRP5"
"3801","ligand","SOSTDC1","LRP6"
"3802","ligand","IL34","PTPRZ1"
"3803","ligand","UTS2B","SSTR5"
"3804","ligand","UTS2B","UTS2R"
"3805","ligand","ADM2","RAMP1"
"3806","ligand","ADM2","RAMP2"
"3807","ligand","ADM2","RAMP3"
"3808","ligand","ADM2","ADRB2"
"3809","ligand","ADM2","ADRB3"
"3810","ligand","ADM2","TSHR"
"3811","ligand","ADM2","VIPR1"
"3812","ligand","ADM2","ADCYAP1R1"
"3813","ligand","ADM2","PTH1R"
"3814","ligand","ADM2","CALCRL"
"3815","ligand","ADM2","GPR20"
"3816","ligand","ADM2","GPR84"
"3817","ligand","GDF7","ACVR2A"
"3818","ligand","GDF7","BMPR1B"
"3819","ligand","GDF7","ACVR2B"
"3820","ligand","GDF7","BMPR1B"
"3821","ligand","GDF7","BMPR1B"
"3822","ligand","GDF7","BMPR2"
"3823","ligand","GDF7","ACVR2A"
"3824","ligand","GDF7","BMPR1A"
"3825","ligand","GDF7","ACVR2B"
"3826","ligand","GDF7","BMPR1A"
"3827","ligand","GDF7","BMPR1A"
"3828","ligand","GDF7","BMPR2"
"3829","ligand","BMP8A","ACVR2A"
"3830","ligand","BMP8A","BMPR1B"
"3831","ligand","BMP8A","ACVR2B"
"3832","ligand","BMP8A","BMPR1B"
"3833","ligand","BMP8A","BMPR1B"
"3834","ligand","BMP8A","BMPR2"
"3835","ligand","BMP8A","ACVR2A"
"3836","ligand","BMP8A","BMPR1A"
"3837","ligand","BMP8A","ACVR1"
"3838","ligand","BMP8A","ACVR2A"
"3839","ligand","BMP8A","ACVR2B"
"3840","ligand","BMP8A","BMPR1A"
"3841","ligand","BMP8A","BMPR1A"
"3842","ligand","BMP8A","BMPR2"
"3843","ligand","BMP8A","ACVR1"
"3844","ligand","BMP8A","ACVR2B"
"3845","ligand","BMP8A","ACVR1"
"3846","ligand","BMP8A","BMPR2"
"3847","ligand","BMP8A","TGFBR1"
"3848","ligand","BMP8A","TGFBR2"
"3849","ligand","TAC4","TACR2"
"3850","ligand","IFNE","IFNAR1"
"3851","ligand","IFNE","IFNAR2"
"3852","ligand","IFNE","ADGRV1"
"3853","ligand","GPHB5","TSHR"
"3854","ligand","IFNL1","IFNLR1"
"3855","ligand","IFNL1","IL10RB"
"3856","ligand","SFTPA1","TLR2"
"3857","ligand","COL27A1","ITGA10"
"3858","ligand","COL27A1","ITGB1"
"3859","ligand","COL27A1","ITGA2"
"3860","ligand","COL27A1","ITGB1"
"3861","ligand","COL27A1","ITGA1"
"3862","ligand","COL27A1","ITGB1"
"3863","ligand","COL27A1","ITGA11"
"3864","ligand","COL27A1","ITGB1"
"3865","ligand","IFNL3","IFNLR1"
"3866","ligand","IFNL3","IL10RB"
"3867","ligand","IFNL3","IFNL3"
"3868","ligand","IFNL3","IFNLR1"
"3869","ligand","IFNL3","IL10RB"
"3870","ligand","IFNL2","IFNLR1"
"3871","ligand","IFNL2","IL10RB"
"3872","ligand","LGI2","ADAM23"
"3873","ligand","DEFB106B","CCR2"
"3874","ligand","LGI4","ADAM23"
"3875","ligand","LGI3","ADAM23"
"3876","ligand","NPW","ADRA2A"
"3877","ligand","NPW","MTNR1A"
"3878","ligand","NPW","NPBWR1"
"3879","ligand","NPW","NPBWR2"
"3880","ligand","NPW","GRM7"
"3881","ligand","FNDC5","ITGAV"
"3882","ligand","FNDC5","ITGB5"
"3883","ligand","DRAXIN","DCC"
"3884","ligand","PCSK9","LDLR"
"3885","ligand","PCSK9","VLDLR"
"3886","ligand","PCSK9","APLP2"
"3887","ligand","PCSK9","LRP1"
"3888","ligand","COL22A1","ITGA10"
"3889","ligand","COL22A1","ITGB1"
"3890","ligand","COL22A1","ITGA2"
"3891","ligand","COL22A1","ITGB1"
"3892","ligand","COL22A1","ITGA1"
"3893","ligand","COL22A1","ITGB1"
"3894","ligand","COL22A1","ITGA11"
"3895","ligand","COL22A1","ITGB1"
"3896","ligand","NPB","ADRA2A"
"3897","ligand","NPB","MTNR1A"
"3898","ligand","NPB","NPBWR1"
"3899","ligand","NPB","NPBWR2"
"3900","ligand","NPB","GRM7"
"3901","ligand","CCL4L1","GPR42"
"3902","ligand","CCL4L1","FFAR2"
"3903","ligand","CCL4L1","CCR1"
"3904","ligand","CCL4L1","CCR3"
"3905","ligand","CCL4L1","CCR5"
"3906","ligand","CCL4L1","GPR152"
"3907","ligand","CCL4L1","GPR151"
"3908","ligand","CCL4L1","GPR101"
"3909","ligand","CCL4L1","VSIR"
"3910","ligand","IL1F10","IL1RAP"
"3911","ligand","IL1F10","IL1RL2"
"3912","ligand","IL1F10","IL1R1"
"3913","ligand","IL1F10","SIGIRR"
"3914","ligand","IL1F10","IL1RAPL2"
"3915","ligand","IL1F10","IL1RAPL1"
"3916","ligand","RLN3","RAMP2"
"3917","ligand","RLN3","RAMP3"
"3918","ligand","RLN3","ADRB2"
"3919","ligand","RLN3","ADRA2A"
"3920","ligand","RLN3","ADRB3"
"3921","ligand","RLN3","TSHR"
"3922","ligand","RLN3","VIPR1"
"3923","ligand","RLN3","ADCYAP1R1"
"3924","ligand","RLN3","MTNR1A"
"3925","ligand","RLN3","PTH1R"
"3926","ligand","RLN3","GRM7"
"3927","ligand","RLN3","RXFP4"
"3928","ligand","RLN3","RXFP2"
"3929","ligand","RLN3","GPR20"
"3930","ligand","RLN3","RXFP1"
"3931","ligand","RLN3","GPR84"
"3932","ligand","RLN3","RXFP3"
"3933","ligand","FAM3C","GPR42"
"3934","ligand","FAM3C","FFAR2"
"3935","ligand","FAM3C","LAMP1"
"3936","ligand","FAM3C","LIFR"
"3937","ligand","FAM3C","KIR2DL3"
"3938","ligand","FAM3C","PDCD1"
"3939","ligand","FAM3C","ADGRG5"
"3940","ligand","FAM3C","CLEC2D"
"3941","ligand","CCL17","CCR4"
"3942","ligand","CCL17","CCR8"
"3943","ligand","CCL17","ACKR1"
"3944","ligand","FGF13","EGFR"
"3945","ligand","FGF13","FGFR1"
"3946","ligand","FGF13","FGFR2"
"3947","ligand","FGF13","FGFR4"
"3948","ligand","FGF13","FGFR3"
"3949","ligand","PRG4","TLR4"
"3950","ligand","PRG4","TLR2"
"3951","ligand","PRG4","CD44"
"3952","ligand","WNT2B","FZD9"
"3953","ligand","WNT2B","LRP5"
"3954","ligand","WNT2B","FZD9"
"3955","ligand","WNT2B","LRP6"
"3956","ligand","WNT2B","FZD6"
"3957","ligand","WNT2B","LRP5"
"3958","ligand","WNT2B","FZD6"
"3959","ligand","WNT2B","LRP6"
"3960","ligand","WNT2B","FZD7"
"3961","ligand","WNT2B","LRP5"
"3962","ligand","WNT2B","FZD7"
"3963","ligand","WNT2B","LRP6"
"3964","ligand","WNT2B","FZD5"
"3965","ligand","WNT2B","LRP5"
"3966","ligand","WNT2B","FZD2"
"3967","ligand","WNT2B","LRP5"
"3968","ligand","WNT2B","FZD8"
"3969","ligand","WNT2B","LRP5"
"3970","ligand","WNT2B","FZD3"
"3971","ligand","WNT2B","LRP5"
"3972","ligand","WNT2B","FZD4"
"3973","ligand","WNT2B","LRP5"
"3974","ligand","WNT2B","FZD10"
"3975","ligand","WNT2B","LRP5"
"3976","ligand","WNT2B","FZD1"
"3977","ligand","WNT2B","LRP5"
"3978","ligand","WNT2B","FZD5"
"3979","ligand","WNT2B","LRP6"
"3980","ligand","WNT2B","FZD2"
"3981","ligand","WNT2B","LRP6"
"3982","ligand","WNT2B","FZD8"
"3983","ligand","WNT2B","LRP6"
"3984","ligand","WNT2B","FZD3"
"3985","ligand","WNT2B","LRP6"
"3986","ligand","WNT2B","FZD4"
"3987","ligand","WNT2B","LRP6"
"3988","ligand","WNT2B","FZD10"
"3989","ligand","WNT2B","LRP6"
"3990","ligand","WNT2B","FZD1"
"3991","ligand","WNT2B","LRP6"
"3992","ligand","WNT8B","FZD9"
"3993","ligand","WNT8B","LRP5"
"3994","ligand","WNT8B","FZD9"
"3995","ligand","WNT8B","LRP6"
"3996","ligand","WNT8B","FZD6"
"3997","ligand","WNT8B","LRP5"
"3998","ligand","WNT8B","FZD6"
"3999","ligand","WNT8B","LRP6"
"4000","ligand","WNT8B","FZD7"
"4001","ligand","WNT8B","LRP5"
"4002","ligand","WNT8B","FZD7"
"4003","ligand","WNT8B","LRP6"
"4004","ligand","WNT8B","FZD5"
"4005","ligand","WNT8B","LRP5"
"4006","ligand","WNT8B","FZD2"
"4007","ligand","WNT8B","LRP5"
"4008","ligand","WNT8B","FZD8"
"4009","ligand","WNT8B","LRP5"
"4010","ligand","WNT8B","FZD3"
"4011","ligand","WNT8B","LRP5"
"4012","ligand","WNT8B","FZD4"
"4013","ligand","WNT8B","LRP5"
"4014","ligand","WNT8B","FZD10"
"4015","ligand","WNT8B","LRP5"
"4016","ligand","WNT8B","FZD1"
"4017","ligand","WNT8B","LRP5"
"4018","ligand","WNT8B","FZD5"
"4019","ligand","WNT8B","LRP6"
"4020","ligand","WNT8B","FZD2"
"4021","ligand","WNT8B","LRP6"
"4022","ligand","WNT8B","FZD8"
"4023","ligand","WNT8B","LRP6"
"4024","ligand","WNT8B","FZD3"
"4025","ligand","WNT8B","LRP6"
"4026","ligand","WNT8B","FZD4"
"4027","ligand","WNT8B","LRP6"
"4028","ligand","WNT8B","FZD10"
"4029","ligand","WNT8B","LRP6"
"4030","ligand","WNT8B","FZD1"
"4031","ligand","WNT8B","LRP6"
"4032","ligand","TSLP","CRLF2"
"4033","ligand","TSLP","IL7R"
"4034","ligand","TSLP","TSLP"
"4035","ligand","TSLP","CRLF2"
"4036","ligand","TSLP","IL7R"
"4037","ligand","LEAP2","GHSR"
"4038","ligand","UCN3","CRHR1"
"4039","ligand","UCN3","IL10RB"
"4040","ligand","UCN3","CRHR2"
"4041","ligand","COL26A1","ITGA10"
"4042","ligand","COL26A1","ITGB1"
"4043","ligand","COL26A1","ITGA2"
"4044","ligand","COL26A1","ITGB1"
"4045","ligand","COL26A1","ITGA1"
"4046","ligand","COL26A1","ITGB1"
"4047","ligand","COL26A1","ITGA11"
"4048","ligand","COL26A1","ITGB1"
"4049","ligand","PTH2","RAMP2"
"4050","ligand","PTH2","RAMP3"
"4051","ligand","PTH2","ADRB2"
"4052","ligand","PTH2","ADRB3"
"4053","ligand","PTH2","TSHR"
"4054","ligand","PTH2","VIPR1"
"4055","ligand","PTH2","ADCYAP1R1"
"4056","ligand","PTH2","PTH2R"
"4057","ligand","PTH2","PTH1R"
"4058","ligand","PTH2","GPR20"
"4059","ligand","PTH2","GPR84"
"4060","ligand","RGMA","BMPR1B"
"4061","ligand","RGMA","BMPR2"
"4062","ligand","RGMA","NEO1"
"4063","ligand","RGMA","TFR2"
"4064","ligand","FAM3D","FPR1"
"4065","ligand","FAM3D","FPR2"
"4066","ligand","BCAN","EGFR"
"4067","ligand","BCAN","NRCAM"
"4068","ligand","SFRP2","FZD5"
"4069","ligand","LRIG1","EGFR"
"4070","ligand","LRIG1","MET"
"4071","ligand","TAFA4","FPR1"
"4072","ligand","COL21A1","ITGA10"
"4073","ligand","COL21A1","ITGB1"
"4074","ligand","COL21A1","ITGA2"
"4075","ligand","COL21A1","ITGB1"
"4076","ligand","COL21A1","ITGA1"
"4077","ligand","COL21A1","ITGB1"
"4078","ligand","COL21A1","ITGA11"
"4079","ligand","COL21A1","ITGB1"
"4080","ligand","SCGB3A1","NOTCH3"
"4081","ligand","UCN2","CRHR1"
"4082","ligand","UCN2","IL10RB"
"4083","ligand","UCN2","CRHR2"
"4084","ligand","NODAL","ACVR1B"
"4085","ligand","NODAL","ACVR2A"
"4086","ligand","NODAL","CFC1"
"4087","ligand","NODAL","ACVR1C"
"4088","ligand","NODAL","ACVR2A"
"4089","ligand","NODAL","CFC1"
"4090","ligand","NODAL","ACVR1B"
